Column1,Gender,EthnicGroup,ParentEduc,LaunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
7875,male,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,> 10,58,55,51
7876,female,group A,High School,standard,none,divorced,regularly,yes,2,private,< 5,54,58,59
7877,male,group E,bachelor's degree,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,70,67,65
7878,male,group C,bachelor's degree,standard,none,married,sometimes,no,2,private,< 5,70,70,68
7879,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,> 10,77,78,79
7880,female,group B,associate's degree,free/reduced,none,single,sometimes,yes,3,private,> 10,55,61,61
7881,male,group C,High School,standard,none,divorced,sometimes,yes,1,private,< 5,69,56,54
7882,male,group C,high school,standard,none,married,sometimes,no,5,school_bus,> 10,70,62,62
7883,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,56,81,78
7884,male,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,< 5,52,57,51
7885,female,group B,associate's degree,free/reduced,completed,single,sometimes,no,1,school_bus,< 5,38,61,59
7886,female,group E,High School,standard,none,married,sometimes,yes,1,private,> 10,65,76,70
7887,male,group D,bachelor's degree,standard,completed,single,never,yes,2,private,> 10,54,52,58
7888,male,group C,master's degree,free/reduced,completed,divorced,regularly,yes,4,school_bus,< 5,51,47,50
7889,male,group D,High School,standard,none,married,regularly,no,2,school_bus,< 5,65,64,54
7890,male,group D,bachelor's degree,free/reduced,none,single,regularly,yes,1,school_bus,< 5,43,46,44
7891,male,group D,High School,free/reduced,completed,divorced,regularly,yes,3,school_bus,> 10,71,65,69
7892,female,group B,master's degree,standard,none,single,sometimes,no,3,school_bus,> 10,58,85,82
7893,female,group C,bachelor's degree,standard,completed,single,never,no,2,private,> 10,71,79,86
7894,male,group C,bachelor's degree,standard,completed,divorced,regularly,yes,3,private,< 5,92,92,88
7895,female,group A,bachelor's degree,standard,completed,married,regularly,no,1,private,> 10,85,84,86
7896,male,group C,High School,standard,none,married,regularly,yes,2,school_bus,< 5,53,48,43
7897,female,group E,master's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,72,73,78
7898,female,group A,bachelor's degree,standard,completed,divorced,never,no,2,school_bus,< 5,78,80,85
7899,male,group C,high school,standard,completed,married,sometimes,yes,3,school_bus,< 5,54,45,49
7900,female,group C,high school,free/reduced,none,divorced,never,no,4,school_bus,> 10,42,57,52
7901,male,group C,high school,standard,none,single,regularly,yes,4,private,> 10,62,60,55
7902,male,group C,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,73,65,70
7903,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,1,school_bus,< 5,50,57,63
7904,female,group C,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,71,80,77
7905,male,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,2,school_bus,< 5,83,85,88
7906,male,group B,associate's degree,standard,none,married,never,no,1,private,> 10,78,69,67
7907,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,1,private,> 10,86,84,93
7908,male,group E,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,78,62,66
7909,male,group E,associate's degree,standard,none,married,regularly,no,2,private,< 5,63,50,47
7910,female,group A,High School,standard,completed,married,regularly,yes,5,private,< 5,54,68,65
7911,male,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,5,private,< 5,58,62,55
7912,female,group C,associate's degree,free/reduced,none,single,sometimes,no,3,school_bus,< 5,66,85,83
7913,female,group C,bachelor's degree,standard,completed,divorced,regularly,no,2,private,> 10,76,87,87
7914,male,group B,bachelor's degree,standard,none,divorced,regularly,yes,1,school_bus,< 5,72,64,59
7915,female,group D,master's degree,standard,none,married,sometimes,yes,3,private,> 10,67,69,70
7916,female,group D,bachelor's degree,standard,completed,single,regularly,yes,1,school_bus,> 10,76,86,89
7917,female,group B,High School,standard,completed,married,regularly,yes,2,school_bus,> 10,79,91,92
7918,male,group D,bachelor's degree,standard,none,single,sometimes,yes,2,school_bus,> 10,72,75,67
7919,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,0,school_bus,> 10,66,68,70
7920,female,group E,associate's degree,standard,none,divorced,regularly,no,1,private,< 5,97,99,100
7921,female,group E,bachelor's degree,standard,none,divorced,regularly,yes,0,school_bus,> 10,57,66,69
7922,female,group B,bachelor's degree,standard,none,divorced,regularly,yes,2,school_bus,> 10,46,46,50
7923,male,group A,master's degree,free/reduced,none,divorced,regularly,yes,2,school_bus,> 10,69,64,69
7924,male,group C,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,> 10,70,68,66
7925,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,73,73,75
7926,male,group E,high school,free/reduced,none,single,never,no,1,private,< 5,46,42,36
7927,female,group D,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,91,94,100
7928,male,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,4,school_bus,> 10,56,56,57
7929,female,group B,bachelor's degree,standard,completed,married,regularly,yes,1,school_bus,< 5,57,69,72
7930,female,group B,High School,standard,completed,married,never,yes,3,school_bus,> 10,78,80,84
7931,male,group B,High School,free/reduced,completed,single,never,yes,0,school_bus,> 10,73,81,80
7932,male,group B,bachelor's degree,free/reduced,completed,married,sometimes,no,4,school_bus,< 5,69,65,63
7933,female,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,4,school_bus,< 5,66,78,75
7934,male,group B,high school,free/reduced,none,single,sometimes,no,1,school_bus,> 10,60,61,53
7935,female,group B,associate's degree,standard,none,married,sometimes,no,2,school_bus,> 10,66,66,67
7936,male,group B,High School,standard,none,married,regularly,yes,4,school_bus,< 5,82,71,65
7937,female,group E,high school,standard,none,divorced,regularly,no,3,school_bus,< 5,74,88,83
7938,male,group D,associate's degree,standard,none,single,never,yes,4,school_bus,> 10,64,58,57
7939,male,group B,high school,standard,none,single,regularly,yes,2,school_bus,> 10,88,79,79
7940,male,group D,High School,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,48,45,49
7941,male,group C,high school,standard,completed,single,sometimes,no,3,private,< 5,90,90,88
7942,female,group C,master's degree,free/reduced,completed,divorced,regularly,no,2,school_bus,< 5,72,92,92
7943,female,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,< 5,66,75,71
7944,female,group A,high school,free/reduced,none,single,regularly,yes,3,private,> 10,24,39,36
7945,female,group C,high school,free/reduced,completed,divorced,regularly,no,3,school_bus,< 5,53,69,71
7946,female,group E,bachelor's degree,standard,none,married,never,no,2,school_bus,> 10,55,62,64
7947,male,group E,High School,free/reduced,none,married,sometimes,yes,3,private,> 10,77,70,67
7948,male,group E,bachelor's degree,standard,none,married,sometimes,no,2,private,< 5,88,77,80
7949,female,group D,high school,standard,none,divorced,never,no,5,private,> 10,56,65,68
7950,male,group D,High School,standard,none,single,sometimes,yes,7,school_bus,> 10,83,83,86
7951,female,group D,high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,45,58,60
7952,female,group A,bachelor's degree,standard,none,divorced,never,no,3,school_bus,< 5,42,53,51
7953,female,group B,bachelor's degree,free/reduced,none,married,regularly,yes,5,school_bus,< 5,40,61,56
7954,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,55,75,67
7955,male,group E,bachelor's degree,free/reduced,completed,single,sometimes,yes,1,school_bus,> 10,69,64,60
7956,female,group B,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,> 10,70,81,82
7957,female,group D,master's degree,standard,completed,divorced,sometimes,yes,2,private,< 5,79,93,93
7958,female,group C,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,< 5,69,71,74
7959,female,group C,High School,free/reduced,completed,single,sometimes,yes,2,school_bus,< 5,34,63,60
7960,male,group C,bachelor's degree,standard,completed,single,sometimes,yes,3,school_bus,< 5,64,74,69
7961,female,group B,high school,standard,none,married,regularly,yes,2,school_bus,> 10,78,90,88
7962,male,group C,associate's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,60,47,54
7963,female,group B,bachelor's degree,standard,none,divorced,sometimes,yes,2,school_bus,> 10,91,98,100
7964,female,group C,bachelor's degree,standard,none,married,sometimes,no,3,school_bus,< 5,76,86,82
7965,female,group D,High School,free/reduced,none,single,regularly,yes,1,school_bus,< 5,38,53,56
7966,female,group C,associate's degree,free/reduced,completed,married,regularly,yes,3,private,< 5,53,67,65
7967,female,group D,high school,standard,none,married,regularly,yes,3,school_bus,> 10,76,74,77
7968,female,group C,High School,standard,completed,married,sometimes,no,2,school_bus,< 5,63,64,62
7969,male,group C,master's degree,standard,none,single,never,yes,3,school_bus,> 10,54,55,52
7970,male,group B,master's degree,standard,none,single,sometimes,no,2,private,< 5,73,65,61
7971,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,1,private,< 5,76,76,79
7972,male,group C,bachelor's degree,standard,completed,married,sometimes,no,2,school_bus,< 5,65,63,73
7973,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,2,private,> 10,93,81,79
7974,male,group C,high school,free/reduced,none,divorced,never,yes,2,private,> 10,60,63,57
7975,male,group B,associate's degree,free/reduced,completed,single,regularly,no,2,school_bus,< 5,35,35,41
7976,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,41,65,63
7977,female,group D,bachelor's degree,standard,none,single,sometimes,no,3,private,< 5,59,74,70
7978,female,group A,high school,standard,none,single,sometimes,yes,3,private,< 5,79,76,75
7979,male,group D,associate's degree,free/reduced,none,widowed,sometimes,yes,3,private,< 5,44,52,45
7980,female,group B,master's degree,free/reduced,none,married,sometimes,no,1,school_bus,> 10,69,74,74
7981,female,group C,high school,standard,completed,single,sometimes,yes,1,private,< 5,69,70,74
7982,male,group D,associate's degree,standard,completed,divorced,sometimes,yes,2,school_bus,> 10,93,90,96
7983,male,group D,high school,standard,none,married,regularly,yes,0,private,< 5,72,67,66
7984,male,group D,associate's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,74,69,72
7985,male,group D,high school,free/reduced,none,married,regularly,yes,3,private,< 5,46,49,38
7986,male,group D,High School,free/reduced,none,divorced,never,yes,1,school_bus,< 5,53,44,42
7987,male,group B,high school,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,67,65,63
7988,female,group B,High School,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,40,44,46
7989,female,group D,bachelor's degree,standard,completed,single,regularly,no,3,private,> 10,75,90,92
7990,female,group C,associate's degree,standard,none,married,sometimes,yes,2,private,< 5,63,68,71
7991,female,group D,High School,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,48,65,65
7992,male,group D,high school,free/reduced,none,married,regularly,yes,3,school_bus,< 5,63,58,50
7993,female,group A,bachelor's degree,free/reduced,none,single,sometimes,no,2,school_bus,< 5,51,70,61
7994,male,group D,associate's degree,standard,none,single,regularly,yes,1,private,> 10,84,81,83
7995,male,group D,bachelor's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,68,69,66
7996,female,group B,associate's degree,standard,none,widowed,regularly,yes,0,school_bus,> 10,62,75,69
7997,male,group C,high school,standard,none,married,never,yes,1,private,< 5,75,68,63
7998,female,group C,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,38,57,59
7999,male,group C,associate's degree,free/reduced,completed,divorced,sometimes,yes,3,private,> 10,51,55,49
8000,female,group D,associate's degree,standard,none,single,sometimes,yes,0,private,< 5,64,64,62
8001,male,group E,high school,standard,completed,married,regularly,yes,3,school_bus,< 5,90,84,85
8002,male,group B,high school,free/reduced,completed,married,sometimes,no,1,school_bus,> 10,46,60,64
8003,male,group E,high school,standard,none,single,sometimes,yes,1,private,< 5,50,38,32
8004,male,group E,bachelor's degree,standard,completed,single,regularly,no,3,private,< 5,99,93,89
8005,female,group C,associate's degree,standard,completed,married,sometimes,no,1,school_bus,< 5,70,76,82
8006,female,group B,associate's degree,standard,none,married,regularly,yes,0,school_bus,> 10,89,93,92
8007,male,group D,high school,free/reduced,none,single,sometimes,no,3,school_bus,> 10,41,46,37
8008,male,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2,private,< 5,82,86,82
8009,female,group B,high school,free/reduced,completed,married,sometimes,yes,1,private,< 5,56,61,64
8010,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,1,school_bus,< 5,50,61,58
8011,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,53,58,60
8012,male,group C,High School,free/reduced,none,married,regularly,yes,2,school_bus,< 5,44,49,39
8013,female,group C,associate's degree,standard,completed,divorced,sometimes,no,7,private,> 10,96,97,98
8014,female,group E,high school,standard,completed,married,sometimes,yes,3,school_bus,< 5,97,95,98
8015,female,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,2,private,< 5,53,69,70
8016,female,group B,High School,free/reduced,none,divorced,regularly,yes,2,school_bus,< 5,67,83,80
8017,male,group C,master's degree,standard,none,married,never,no,2,school_bus,> 10,79,70,75
8018,male,group B,High School,standard,none,married,sometimes,yes,2,private,> 10,71,59,57
8019,female,group C,high school,standard,completed,married,sometimes,yes,4,private,< 5,70,82,84
8020,female,group B,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,40,63,56
8021,female,group D,associate's degree,standard,completed,married,sometimes,yes,0,private,< 5,82,87,93
8022,female,group D,bachelor's degree,standard,none,single,never,yes,0,private,< 5,78,87,85
8023,male,group C,High School,standard,none,married,sometimes,yes,3,private,< 5,53,40,42
8024,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,4,private,< 5,58,55,51
8025,male,group D,associate's degree,standard,none,single,never,no,2,school_bus,> 10,76,66,62
8026,male,group E,bachelor's degree,free/reduced,completed,married,sometimes,yes,5,school_bus,< 5,86,94,83
8027,male,group D,High School,standard,none,divorced,sometimes,yes,3,school_bus,> 10,70,64,68
8028,female,group D,associate's degree,free/reduced,none,single,regularly,yes,3,private,> 10,61,67,72
8029,female,group B,bachelor's degree,free/reduced,completed,widowed,sometimes,no,5,school_bus,> 10,46,44,55
8030,female,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,79,93,86
8031,female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,> 10,92,100,100
8032,female,group C,High School,standard,none,married,sometimes,yes,3,school_bus,< 5,74,85,77
8033,female,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,2,school_bus,> 10,67,82,86
8034,male,group B,master's degree,standard,none,divorced,regularly,no,1,school_bus,> 10,70,63,65
8035,female,group A,high school,free/reduced,none,married,never,yes,1,school_bus,> 10,30,46,43
8036,male,group C,high school,standard,none,married,sometimes,no,1,school_bus,< 5,77,75,69
8037,female,group C,bachelor's degree,standard,none,single,never,no,3,school_bus,< 5,27,31,31
8038,male,group E,associate's degree,standard,none,single,regularly,yes,4,school_bus,< 5,99,95,92
8039,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,2,school_bus,> 10,50,47,43
8040,female,group C,master's degree,free/reduced,none,married,sometimes,yes,5,school_bus,< 5,56,61,59
8041,male,group C,High School,standard,completed,married,sometimes,yes,1,school_bus,< 5,73,74,70
8042,female,group B,bachelor's degree,standard,none,divorced,regularly,yes,1,private,> 10,88,90,89
8043,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,no,3,school_bus,< 5,76,72,71
8044,male,group C,associate's degree,standard,none,single,regularly,no,2,school_bus,< 5,86,89,88
8045,male,group A,bachelor's degree,standard,none,married,sometimes,yes,4,school_bus,> 10,79,72,69
8046,male,group E,bachelor's degree,standard,none,divorced,regularly,no,5,school_bus,< 5,76,59,53
8047,female,group D,bachelor's degree,standard,none,married,regularly,yes,1,private,< 5,69,82,80
8048,male,group C,High School,standard,none,married,regularly,yes,1,school_bus,> 10,63,53,53
8049,female,group D,high school,standard,completed,married,regularly,yes,1,school_bus,< 5,84,99,100
8050,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,1,private,> 10,91,82,81
8051,male,group B,bachelor's degree,standard,none,single,regularly,yes,4,private,< 5,67,54,57
8052,female,group D,High School,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,71,86,88
8053,male,group C,bachelor's degree,standard,completed,single,sometimes,no,4,private,> 10,81,69,74
8054,male,group D,High School,free/reduced,completed,single,sometimes,yes,0,private,< 5,68,63,64
8055,male,group B,bachelor's degree,standard,none,married,regularly,yes,4,school_bus,< 5,50,37,35
8056,male,group A,bachelor's degree,standard,none,married,regularly,no,3,private,> 10,81,65,62
8057,male,group B,high school,standard,none,married,regularly,no,1,school_bus,< 5,69,70,65
8058,female,group C,high school,standard,none,widowed,sometimes,yes,0,school_bus,> 10,61,69,68
8059,female,group C,associate's degree,free/reduced,none,married,regularly,no,1,private,> 10,75,84,78
8060,male,group B,associate's degree,standard,none,married,regularly,no,2,school_bus,< 5,93,88,82
8061,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,5,private,> 10,81,82,76
8062,male,group C,High School,standard,none,married,sometimes,yes,0,school_bus,> 10,63,59,51
8063,male,group C,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,> 10,91,95,95
8064,female,group B,bachelor's degree,standard,completed,single,sometimes,yes,6,school_bus,< 5,65,78,83
8065,male,group C,high school,standard,none,single,sometimes,no,1,school_bus,< 5,70,69,64
8066,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2,private,> 10,72,69,74
8067,female,group C,high school,free/reduced,completed,married,regularly,no,3,private,< 5,51,74,70
8068,male,group D,bachelor's degree,standard,none,divorced,sometimes,no,2,school_bus,< 5,74,73,73
8069,female,group B,associate's degree,standard,none,married,regularly,yes,2,school_bus,> 10,84,93,89
8070,female,group D,High School,free/reduced,completed,married,sometimes,yes,3,school_bus,> 10,65,78,81
8071,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,> 10,54,65,64
8072,male,group C,master's degree,standard,completed,married,never,yes,3,private,< 5,65,65,72
8073,female,group C,high school,standard,none,single,sometimes,yes,4,private,> 10,88,100,95
8074,male,group B,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,82,75,77
8075,male,group B,High School,free/reduced,none,single,sometimes,yes,5,school_bus,> 10,72,78,68
8076,female,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,3,school_bus,> 10,45,53,54
8077,female,group B,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,> 10,54,58,64
8078,female,group C,bachelor's degree,free/reduced,completed,married,never,yes,2,private,> 10,78,89,93
8079,female,group C,high school,free/reduced,completed,married,sometimes,yes,0,school_bus,> 10,48,68,66
8080,male,group C,High School,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,51,53,46
8081,male,group E,bachelor's degree,standard,completed,married,regularly,yes,4,school_bus,> 10,90,94,92
8082,male,group A,bachelor's degree,standard,none,single,sometimes,yes,6,school_bus,> 10,75,70,65
8083,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,4,school_bus,< 5,58,59,54
8084,female,group B,High School,standard,none,married,regularly,yes,1,school_bus,< 5,62,74,78
8085,female,group C,associate's degree,standard,none,married,regularly,no,2,private,< 5,78,95,83
8086,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,> 10,91,89,93
8087,male,group E,associate's degree,standard,none,single,never,yes,2,private,> 10,88,85,75
8088,male,group D,associate's degree,free/reduced,none,married,regularly,yes,0,private,> 10,63,61,66
8089,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,< 5,79,71,76
8090,male,group D,master's degree,standard,completed,single,regularly,yes,1,private,> 10,77,63,65
8091,female,group D,associate's degree,standard,completed,single,regularly,no,2,private,> 10,81,87,92
8092,male,group C,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,< 5,72,75,71
8093,male,group B,High School,standard,none,single,sometimes,yes,1,private,> 10,70,77,68
8094,female,group B,High School,standard,completed,divorced,sometimes,yes,2,private,< 5,44,58,55
8095,male,group C,bachelor's degree,standard,completed,single,regularly,no,1,school_bus,< 5,87,90,90
8096,male,group B,High School,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,75,71,72
8097,female,group C,bachelor's degree,standard,none,divorced,regularly,yes,0,private,< 5,56,58,57
8098,male,group C,master's degree,standard,none,widowed,sometimes,yes,2,private,< 5,76,76,78
8099,female,group C,bachelor's degree,standard,none,single,regularly,yes,5,private,< 5,66,82,78
8100,male,group D,high school,standard,none,divorced,sometimes,yes,2,school_bus,> 10,61,66,63
8101,male,group E,associate's degree,free/reduced,completed,married,sometimes,no,3,private,< 5,91,83,85
8102,female,group C,high school,standard,none,single,never,yes,1,school_bus,> 10,83,86,92
8103,female,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,80,94,94
8104,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,3,school_bus,< 5,58,56,51
8105,female,group B,high school,free/reduced,none,married,regularly,yes,1,school_bus,< 5,55,63,59
8106,female,group E,High School,standard,none,single,sometimes,no,2,private,< 5,87,93,93
8107,male,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,74,66,70
8108,female,group C,master's degree,standard,completed,divorced,sometimes,yes,3,school_bus,< 5,60,65,69
8109,male,group D,High School,standard,none,married,sometimes,yes,0,private,< 5,76,61,59
8110,male,group E,bachelor's degree,standard,none,widowed,sometimes,no,1,private,< 5,92,78,75
8111,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,0,school_bus,< 5,57,55,54
8112,female,group E,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,> 10,55,64,59
8113,female,group B,high school,free/reduced,completed,married,sometimes,yes,3,private,< 5,35,41,42
8114,male,group D,associate's degree,free/reduced,none,single,regularly,yes,0,private,< 5,48,39,44
8115,female,group D,high school,free/reduced,none,married,sometimes,no,1,private,< 5,65,81,80
8116,female,group C,associate's degree,free/reduced,none,single,sometimes,no,1,school_bus,< 5,61,71,70
8117,female,group D,high school,free/reduced,completed,divorced,regularly,yes,1,school_bus,< 5,54,72,75
8118,female,group C,bachelor's degree,standard,none,single,never,yes,3,school_bus,> 10,38,44,38
8119,male,group A,High School,standard,none,married,sometimes,yes,1,school_bus,< 5,59,51,45
8120,male,group D,bachelor's degree,free/reduced,none,married,regularly,no,2,school_bus,< 5,75,74,74
8121,male,group A,bachelor's degree,standard,none,married,regularly,no,3,private,> 10,75,67,70
8122,female,group B,associate's degree,standard,none,divorced,never,yes,2,school_bus,< 5,57,60,63
8123,female,group C,associate's degree,standard,completed,single,sometimes,no,4,school_bus,< 5,49,62,60
8124,female,group C,high school,free/reduced,completed,married,sometimes,yes,3,private,> 10,55,72,67
8125,female,group C,associate's degree,standard,completed,single,regularly,yes,3,school_bus,< 5,51,62,64
8126,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,4,private,> 10,77,75,65
8127,male,group B,bachelor's degree,standard,none,divorced,never,no,2,school_bus,< 5,70,66,67
8128,female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,> 10,81,85,90
8129,female,group D,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,> 10,9,32,32
8130,male,group E,High School,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,55,48,38
8131,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,4,school_bus,< 5,91,91,90
8132,female,group B,bachelor's degree,free/reduced,completed,single,sometimes,no,3,school_bus,< 5,64,82,87
8133,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,> 10,59,65,63
8134,male,group D,high school,standard,none,married,sometimes,no,1,private,< 5,89,83,81
8135,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,< 5,94,85,87
8136,female,group E,high school,standard,none,widowed,sometimes,no,2,private,> 10,92,94,90
8137,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,1,private,< 5,67,66,63
8138,female,group E,bachelor's degree,free/reduced,completed,married,sometimes,no,3,school_bus,< 5,80,77,78
8139,male,group B,associate's degree,free/reduced,completed,married,regularly,yes,1,school_bus,< 5,57,65,64
8140,male,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,94,83,73
8141,male,group D,bachelor's degree,standard,completed,married,sometimes,no,1,private,< 5,71,81,71
8142,female,group C,associate's degree,standard,none,married,regularly,no,3,school_bus,< 5,69,77,74
8143,male,group D,bachelor's degree,standard,completed,married,regularly,no,3,private,< 5,59,54,51
8144,female,group A,master's degree,standard,none,divorced,sometimes,no,2,school_bus,< 5,65,82,81
8145,male,group D,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,< 5,55,50,53
8146,male,group C,high school,free/reduced,none,single,sometimes,yes,4,school_bus,< 5,65,66,67
8147,female,group C,high school,standard,none,married,regularly,yes,3,private,> 10,64,73,73
8148,male,group E,bachelor's degree,standard,none,single,sometimes,no,3,private,< 5,83,75,72
8149,female,group E,High School,standard,none,married,sometimes,no,1,private,< 5,93,91,88
8150,female,group D,bachelor's degree,free/reduced,completed,single,regularly,no,1,school_bus,> 10,56,69,67
8151,female,group C,bachelor's degree,standard,completed,single,regularly,yes,2,school_bus,< 5,58,72,66
8152,male,group D,bachelor's degree,free/reduced,none,single,never,yes,1,private,> 10,43,52,44
8153,male,group C,high school,standard,completed,married,regularly,yes,1,private,> 10,97,97,98
8154,male,group B,bachelor's degree,standard,completed,single,sometimes,no,2,school_bus,> 10,99,96,100
8155,male,group D,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,> 10,90,80,76
8156,male,group C,associate's degree,free/reduced,completed,single,never,yes,1,school_bus,< 5,26,25,27
8157,female,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,< 5,70,74,79
8158,male,group C,bachelor's degree,standard,none,single,regularly,yes,2,private,> 10,98,95,97
8159,female,group B,bachelor's degree,standard,none,married,regularly,yes,5,school_bus,< 5,60,71,78
8160,female,group D,associate's degree,standard,none,single,never,yes,2,school_bus,< 5,63,80,75
8161,female,group C,High School,standard,completed,married,sometimes,no,3,private,> 10,74,80,84
8162,female,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,< 5,66,76,74
8163,female,group E,High School,standard,none,divorced,sometimes,yes,3,school_bus,< 5,74,68,74
8164,female,group B,High School,standard,none,married,never,yes,4,private,> 10,82,96,87
8165,female,group B,master's degree,standard,none,married,sometimes,yes,2,school_bus,> 10,85,100,100
8166,male,group D,high school,free/reduced,none,married,regularly,yes,0,private,> 10,50,56,52
8167,male,group E,bachelor's degree,free/reduced,none,married,regularly,yes,1,private,< 5,69,52,44
8168,male,group E,bachelor's degree,standard,completed,single,sometimes,no,1,school_bus,< 5,73,54,64
8169,male,group D,high school,standard,none,divorced,sometimes,yes,2,school_bus,< 5,82,79,75
8170,female,group D,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,< 5,77,92,94
8171,male,group B,bachelor's degree,standard,none,married,regularly,yes,1,private,> 10,83,75,75
8172,male,group D,associate's degree,standard,none,single,never,yes,0,school_bus,> 10,74,69,71
8173,male,group A,High School,standard,none,divorced,regularly,yes,5,private,> 10,49,59,45
8174,female,group C,master's degree,standard,none,married,sometimes,yes,0,school_bus,< 5,83,91,94
8175,male,group E,high school,standard,none,married,regularly,yes,1,private,> 10,77,64,66
8176,female,group C,bachelor's degree,free/reduced,none,single,regularly,yes,4,private,< 5,53,67,67
8177,female,group C,High School,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,47,58,50
8178,female,group B,bachelor's degree,standard,none,married,sometimes,no,1,private,< 5,80,85,84
8179,male,group D,associate's degree,standard,none,married,regularly,yes,1,school_bus,< 5,61,61,56
8180,male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,0,private,< 5,49,53,50
